Data,ID,Região,ID do produto,Categoria,Pontos,Column1
10/25/2019,C107,NO,941254104-X,Smartphones e Tablets,608,10
5/11/2019,C142,SE,733547075-7,Cozinha,438,5
10/5/2019,C101,SUL,788959641-3,Smartphones e Tablets,312,10
5/29/2019,C010,NE,271951398-9,Produtos para o negócio,571,5
2/6/2019,C190,NO,949632246-8,Cozinha,338,2
7/20/2019,C046,SE,782417101-9,Produtos para o negócio,813,7
4/26/2019,C256,SUL,788959641-3,Smartphones e Tablets,741,4
8/8/2019,C013,CO,941254104-X,Smartphones e Tablets,757,8
3/8/2019,C152,SE,782417101-9,Produtos para o negócio,506,3
7/24/2019,C046,SE,281914369-5,Produtos para o negócio,335,7
9/30/2019,C144,NE,542176934-8,Cozinha,373,9
3/5/2019,C230,NE,542176934-8,Cozinha,644,3
2/12/2019,C196,CO,847676762-5,Produtos para o negócio,826,2
1/22/2019,C005,CO,788959641-3,Smartphones e Tablets,663,1
8/10/2019,C060,SE,788959641-3,Smartphones e Tablets,673,8
10/11/2019,C114,CO,733547075-7,Cozinha,60,10
1/4/2019,C132,NE,094714157-X,Smartphones e Tablets,890,1
7/11/2019,C180,SE,782417101-9,Produtos para o negócio,875,7
1/8/2019,C173,CO,281914369-5,Produtos para o negócio,52,1
5/7/2019,C034,NE,281914369-5,Produtos para o negócio,158,5
2/12/2019,C188,NE,949632246-8,Cozinha,244,2
1/5/2019,C107,NO,949632246-8,Cozinha,185,1
5/22/2019,C180,SE,733547075-7,Cozinha,439,5
12/30/2019,C192,SUL,733547075-7,Cozinha,364,12
2/27/2019,C037,SE,733547075-7,Cozinha,674,2
3/3/2019,C184,SE,094714157-X,Smartphones e Tablets,901,3
5/4/2019,C084,NO,847676762-5,Produtos para o negócio,369,5
2/27/2019,C132,NE,094714157-X,Smartphones e Tablets,476,2
11/26/2019,C009,NO,094714157-X,Smartphones e Tablets,885,11
6/29/2019,C166,CO,281914369-5,Produtos para o negócio,836,6
12/4/2019,C249,SE,949632246-8,Cozinha,85,12
12/19/2019,C162,CO,271951398-9,Produtos para o negócio,66,12
1/1/2019,C252,SE,847676762-5,Produtos para o negócio,259,1
11/9/2019,C083,NE,281914369-5,Produtos para o negócio,683,11
2/4/2019,C202,SE,281914369-5,Produtos para o negócio,25,2
11/30/2019,C202,SE,847676762-5,Produtos para o negócio,92,11
1/20/2019,C229,NE,542176934-8,Cozinha,889,1
4/11/2019,C184,SE,788959641-3,Smartphones e Tablets,838,4
5/16/2019,C136,CO,847676762-5,Produtos para o negócio,528,5
9/22/2019,C025,SUL,542176934-8,Cozinha,825,9
12/9/2019,C117,SUL,949632246-8,Cozinha,60,12
11/30/2019,C149,NO,733547075-7,Cozinha,442,11
10/29/2019,C103,CO,271951398-9,Produtos para o negócio,806,10
7/4/2019,C076,SUL,782417101-9,Produtos para o negócio,29,7
5/27/2019,C172,SE,847676762-5,Produtos para o negócio,619,5
5/9/2019,C213,NO,733547075-7,Cozinha,575,5
4/10/2019,C074,CO,782417101-9,Produtos para o negócio,126,4
2/19/2019,C001,CO,782417101-9,Produtos para o negócio,208,2
11/16/2019,C158,CO,788959641-3,Smartphones e Tablets,1000,11
2/10/2019,C248,NE,094714157-X,Smartphones e Tablets,846,2
9/19/2019,C054,NO,542176934-8,Cozinha,218,9
11/24/2019,C130,CO,094714157-X,Smartphones e Tablets,407,11
7/22/2019,C155,SE,094714157-X,Smartphones e Tablets,207,7
5/29/2019,C229,NE,094714157-X,Smartphones e Tablets,139,5
1/24/2019,C006,NO,542176934-8,Cozinha,75,1
5/22/2019,C132,NE,271951398-9,Produtos para o negócio,27,5
9/26/2019,C118,SUL,782417101-9,Produtos para o negócio,93,9
3/6/2019,C236,NO,847676762-5,Produtos para o negócio,555,3
1/29/2019,C099,SE,847676762-5,Produtos para o negócio,813,1
8/20/2019,C105,CO,949632246-8,Cozinha,930,8
5/20/2019,C034,NE,271951398-9,Produtos para o negócio,46,5
5/2/2019,C261,SUL,094714157-X,Smartphones e Tablets,803,5
7/29/2019,C239,SE,949632246-8,Cozinha,969,7
7/3/2019,C151,NO,941254104-X,Smartphones e Tablets,948,7
12/17/2019,C136,CO,733547075-7,Cozinha,743,12
4/17/2019,C084,NO,788959641-3,Smartphones e Tablets,633,4
11/16/2019,C186,SUL,847676762-5,Produtos para o negócio,865,11
5/2/2019,C023,NO,941254104-X,Smartphones e Tablets,401,5
7/8/2019,C134,SE,271951398-9,Produtos para o negócio,301,7
9/22/2019,C260,SUL,949632246-8,Cozinha,605,9
7/8/2019,C001,CO,542176934-8,Cozinha,357,7
10/30/2019,C143,SE,542176934-8,Cozinha,30,10
1/2/2019,C094,NE,941254104-X,Smartphones e Tablets,486,1
8/2/2019,C019,SE,094714157-X,Smartphones e Tablets,140,8
3/16/2019,C037,SE,271951398-9,Produtos para o negócio,748,3
3/14/2019,C062,SUL,941254104-X,Smartphones e Tablets,149,3
11/11/2019,C059,NE,542176934-8,Cozinha,413,11
5/17/2019,C230,NE,941254104-X,Smartphones e Tablets,726,5
1/2/2019,C200,CO,847676762-5,Produtos para o negócio,89,1
7/18/2019,C144,NE,542176934-8,Cozinha,52,7
11/3/2019,C009,NO,094714157-X,Smartphones e Tablets,304,11
8/25/2019,C119,NO,788959641-3,Smartphones e Tablets,538,8
10/22/2019,C069,SE,271951398-9,Produtos para o negócio,484,10
7/3/2019,C154,SUL,542176934-8,Cozinha,600,7
1/30/2019,C141,NE,271951398-9,Produtos para o negócio,578,1
10/16/2019,C097,SUL,949632246-8,Cozinha,94,10
1/12/2019,C135,NE,788959641-3,Smartphones e Tablets,933,1
2/24/2019,C018,SUL,949632246-8,Cozinha,192,2
6/15/2019,C166,CO,949632246-8,Cozinha,215,6
1/8/2019,C189,NE,542176934-8,Cozinha,305,1
7/27/2019,C209,NO,271951398-9,Produtos para o negócio,231,7
2/9/2019,C122,NO,271951398-9,Produtos para o negócio,786,2
2/10/2019,C253,SE,281914369-5,Produtos para o negócio,267,2
9/2/2019,C104,SE,271951398-9,Produtos para o negócio,778,9
12/28/2019,C001,CO,941254104-X,Smartphones e Tablets,111,12
12/24/2019,C105,CO,094714157-X,Smartphones e Tablets,437,12
5/7/2019,C194,SE,782417101-9,Produtos para o negócio,743,5
9/9/2019,C155,SE,271951398-9,Produtos para o negócio,320,9
1/3/2019,C028,CO,542176934-8,Cozinha,778,1
12/12/2019,C072,SE,949632246-8,Cozinha,794,12
8/24/2019,C211,CO,941254104-X,Smartphones e Tablets,688,8
6/3/2019,C152,SE,733547075-7,Cozinha,633,6
2/28/2019,C224,CO,847676762-5,Produtos para o negócio,626,2
9/11/2019,C045,CO,271951398-9,Produtos para o negócio,119,9
1/14/2019,C256,SUL,782417101-9,Produtos para o negócio,465,1
8/10/2019,C190,NO,271951398-9,Produtos para o negócio,440,8
10/14/2019,C185,SUL,949632246-8,Cozinha,109,10
7/12/2019,C261,SUL,847676762-5,Produtos para o negócio,299,7
8/26/2019,C161,SUL,733547075-7,Cozinha,363,8
8/28/2019,C196,CO,782417101-9,Produtos para o negócio,656,8
3/18/2019,C018,SUL,733547075-7,Cozinha,961,3
10/13/2019,C222,NO,094714157-X,Smartphones e Tablets,360,10
7/24/2019,C121,SE,782417101-9,Produtos para o negócio,426,7
3/3/2019,C063,NO,094714157-X,Smartphones e Tablets,964,3
3/17/2019,C193,NO,542176934-8,Cozinha,757,3
6/12/2019,C180,SE,281914369-5,Produtos para o negócio,35,6
11/8/2019,C187,SUL,271951398-9,Produtos para o negócio,529,11
9/8/2019,C113,NE,542176934-8,Cozinha,571,9
9/13/2019,C149,NO,941254104-X,Smartphones e Tablets,469,9
1/23/2019,C054,NO,733547075-7,Cozinha,643,1
12/19/2019,C090,NO,782417101-9,Produtos para o negócio,704,12
9/23/2019,C054,NO,094714157-X,Smartphones e Tablets,183,9
9/19/2019,C126,NE,941254104-X,Smartphones e Tablets,492,9
11/12/2019,C259,CO,788959641-3,Smartphones e Tablets,319,11
4/2/2019,C181,NO,847676762-5,Produtos para o negócio,720,4
1/11/2019,C097,SUL,733547075-7,Cozinha,302,1
8/2/2019,C166,CO,788959641-3,Smartphones e Tablets,850,8
3/6/2019,C227,NE,733547075-7,Cozinha,283,3
10/25/2019,C073,NO,941254104-X,Smartphones e Tablets,903,10
2/1/2019,C040,NE,094714157-X,Smartphones e Tablets,756,2
5/25/2019,C230,NE,788959641-3,Smartphones e Tablets,654,5
1/14/2019,C159,CO,733547075-7,Cozinha,565,1
8/7/2019,C237,NO,271951398-9,Produtos para o negócio,242,8
11/26/2019,C262,NO,281914369-5,Produtos para o negócio,463,11
9/14/2019,C121,SE,094714157-X,Smartphones e Tablets,755,9
2/6/2019,C201,NE,788959641-3,Smartphones e Tablets,878,2
9/10/2019,C248,NE,788959641-3,Smartphones e Tablets,642,9
1/3/2019,C145,SUL,094714157-X,Smartphones e Tablets,394,1
6/23/2019,C259,CO,782417101-9,Produtos para o negócio,757,6
10/12/2019,C222,NO,788959641-3,Smartphones e Tablets,755,10
12/5/2019,C254,NO,949632246-8,Cozinha,622,12
9/23/2019,C251,SE,542176934-8,Cozinha,886,9
4/17/2019,C163,SE,271951398-9,Produtos para o negócio,196,4
8/20/2019,C178,SUL,949632246-8,Cozinha,915,8
9/11/2019,C139,SE,281914369-5,Produtos para o negócio,48,9
9/13/2019,C088,SUL,782417101-9,Produtos para o negócio,191,9
10/25/2019,C138,NE,094714157-X,Smartphones e Tablets,947,10
1/2/2019,C019,SE,788959641-3,Smartphones e Tablets,947,1
1/10/2019,C071,NO,788959641-3,Smartphones e Tablets,214,1
8/20/2019,C154,SUL,542176934-8,Cozinha,130,8
6/22/2019,C153,NE,941254104-X,Smartphones e Tablets,63,6
11/28/2019,C184,SE,941254104-X,Smartphones e Tablets,185,11
12/5/2019,C062,SUL,281914369-5,Produtos para o negócio,240,12
5/1/2019,C101,SUL,733547075-7,Cozinha,219,5
6/5/2019,C089,SUL,733547075-7,Cozinha,524,6
3/9/2019,C062,SUL,941254104-X,Smartphones e Tablets,786,3
12/14/2019,C122,NO,094714157-X,Smartphones e Tablets,578,12
12/11/2019,C117,SUL,788959641-3,Smartphones e Tablets,878,12
10/5/2019,C054,NO,782417101-9,Produtos para o negócio,643,10
11/17/2019,C199,NO,949632246-8,Cozinha,269,11
1/10/2019,C208,SUL,271951398-9,Produtos para o negócio,884,1
7/6/2019,C010,NE,788959641-3,Smartphones e Tablets,990,7
12/13/2019,C241,SUL,733547075-7,Cozinha,399,12
11/19/2019,C096,SE,782417101-9,Produtos para o negócio,972,11
7/13/2019,C253,SE,847676762-5,Produtos para o negócio,97,7
9/12/2019,C203,NE,271951398-9,Produtos para o negócio,616,9
7/23/2019,C062,SUL,733547075-7,Cozinha,159,7
10/31/2019,C027,NO,782417101-9,Produtos para o negócio,130,10
8/18/2019,C244,SUL,281914369-5,Produtos para o negócio,680,8
10/27/2019,C155,SE,733547075-7,Cozinha,30,10
3/7/2019,C235,SUL,094714157-X,Smartphones e Tablets,639,3
3/27/2019,C018,SUL,271951398-9,Produtos para o negócio,812,3
11/5/2019,C118,SUL,788959641-3,Smartphones e Tablets,361,11
2/14/2019,C008,SE,094714157-X,Smartphones e Tablets,956,2
8/30/2019,C214,NE,949632246-8,Cozinha,156,8
11/18/2019,C217,NO,281914369-5,Produtos para o negócio,524,11
11/23/2019,C237,NO,271951398-9,Produtos para o negócio,795,11
4/11/2019,C203,NE,941254104-X,Smartphones e Tablets,213,4
7/17/2019,C142,SE,941254104-X,Smartphones e Tablets,960,7
6/17/2019,C007,NE,281914369-5,Produtos para o negócio,672,6
10/3/2019,C098,SUL,094714157-X,Smartphones e Tablets,768,10
2/27/2019,C097,SUL,271951398-9,Produtos para o negócio,272,2
10/4/2019,C255,SUL,949632246-8,Cozinha,113,10
6/20/2019,C086,SE,788959641-3,Smartphones e Tablets,565,6
1/1/2019,C257,NE,949632246-8,Cozinha,449,1
11/10/2019,C076,SUL,941254104-X,Smartphones e Tablets,444,11
8/9/2019,C071,NO,733547075-7,Cozinha,233,8
5/7/2019,C133,CO,542176934-8,Cozinha,501,5
5/18/2019,C117,SUL,941254104-X,Smartphones e Tablets,974,5
12/13/2019,C041,SUL,733547075-7,Cozinha,82,12
12/4/2019,C032,SUL,847676762-5,Produtos para o negócio,870,12
11/12/2019,C225,SUL,542176934-8,Cozinha,182,11
8/20/2019,C247,CO,941254104-X,Smartphones e Tablets,350,8
12/30/2019,C075,SE,733547075-7,Cozinha,72,12
7/30/2019,C036,SUL,941254104-X,Smartphones e Tablets,903,7
10/8/2019,C221,CO,949632246-8,Cozinha,327,10
8/6/2019,C038,SE,847676762-5,Produtos para o negócio,406,8
5/3/2019,C117,SUL,094714157-X,Smartphones e Tablets,633,5
2/16/2019,C154,SUL,847676762-5,Produtos para o negócio,219,2
9/1/2019,C255,SUL,847676762-5,Produtos para o negócio,604,9
7/2/2019,C154,SUL,782417101-9,Produtos para o negócio,241,7
1/28/2019,C227,NE,782417101-9,Produtos para o negócio,361,1
10/22/2019,C088,SUL,733547075-7,Cozinha,644,10
3/5/2019,C250,CO,847676762-5,Produtos para o negócio,745,3
7/25/2019,C057,CO,281914369-5,Produtos para o negócio,716,7
5/15/2019,C133,CO,733547075-7,Cozinha,407,5
9/21/2019,C015,NE,949632246-8,Cozinha,258,9
4/20/2019,C018,SUL,542176934-8,Cozinha,933,4
10/27/2019,C061,NO,271951398-9,Produtos para o negócio,368,10
12/5/2019,C153,NE,941254104-X,Smartphones e Tablets,79,12
4/17/2019,C182,NO,949632246-8,Cozinha,705,4
2/3/2019,C220,NO,941254104-X,Smartphones e Tablets,464,2
3/14/2019,C045,CO,271951398-9,Produtos para o negócio,381,3
10/17/2019,C082,SE,542176934-8,Cozinha,538,10
12/18/2019,C035,NO,094714157-X,Smartphones e Tablets,36,12
7/10/2019,C230,NE,949632246-8,Cozinha,589,7
11/1/2019,C056,CO,782417101-9,Produtos para o negócio,994,11
5/7/2019,C249,SE,094714157-X,Smartphones e Tablets,889,5
2/27/2019,C050,NE,847676762-5,Produtos para o negócio,511,2
8/19/2019,C018,SUL,271951398-9,Produtos para o negócio,721,8
9/5/2019,C206,NO,733547075-7,Cozinha,100,9
7/28/2019,C008,SE,271951398-9,Produtos para o negócio,400,7
6/26/2019,C209,NO,271951398-9,Produtos para o negócio,947,6
11/30/2019,C247,CO,542176934-8,Cozinha,788,11
4/18/2019,C098,SUL,847676762-5,Produtos para o negócio,926,4
7/29/2019,C241,SUL,782417101-9,Produtos para o negócio,974,7
3/6/2019,C117,SUL,782417101-9,Produtos para o negócio,112,3
12/21/2019,C079,SE,094714157-X,Smartphones e Tablets,871,12
12/15/2019,C158,CO,094714157-X,Smartphones e Tablets,342,12
5/9/2019,C141,NE,847676762-5,Produtos para o negócio,53,5
10/25/2019,C241,SUL,847676762-5,Produtos para o negócio,351,10
5/22/2019,C037,SE,788959641-3,Smartphones e Tablets,124,5
12/18/2019,C149,NO,271951398-9,Produtos para o negócio,949,12
10/21/2019,C108,NE,271951398-9,Produtos para o negócio,437,10
4/7/2019,C055,SUL,094714157-X,Smartphones e Tablets,680,4
11/17/2019,C202,SE,094714157-X,Smartphones e Tablets,831,11
3/28/2019,C111,NO,271951398-9,Produtos para o negócio,859,3
12/31/2019,C240,SE,271951398-9,Produtos para o negócio,740,12
11/18/2019,C200,CO,281914369-5,Produtos para o negócio,901,11
9/5/2019,C050,NE,782417101-9,Produtos para o negócio,946,9
2/17/2019,C048,CO,733547075-7,Cozinha,391,2
9/8/2019,C209,NO,271951398-9,Produtos para o negócio,800,9
12/21/2019,C232,SE,733547075-7,Cozinha,91,12
3/10/2019,C204,NE,788959641-3,Smartphones e Tablets,601,3
7/5/2019,C217,NO,542176934-8,Cozinha,188,7
1/27/2019,C247,CO,949632246-8,Cozinha,468,1
6/28/2019,C127,CO,281914369-5,Produtos para o negócio,233,6
11/9/2019,C031,SUL,847676762-5,Produtos para o negócio,40,11
2/3/2019,C159,CO,949632246-8,Cozinha,556,2
10/28/2019,C102,SE,542176934-8,Cozinha,603,10
12/29/2019,C263,SE,094714157-X,Smartphones e Tablets,282,12
4/28/2019,C055,SUL,542176934-8,Cozinha,742,4
1/5/2019,C169,CO,782417101-9,Produtos para o negócio,71,1
5/5/2019,C158,CO,788959641-3,Smartphones e Tablets,389,5
11/4/2019,C165,CO,281914369-5,Produtos para o negócio,292,11
10/24/2019,C209,NO,542176934-8,Cozinha,891,10
8/30/2019,C197,SE,094714157-X,Smartphones e Tablets,313,8
4/10/2019,C255,SUL,733547075-7,Cozinha,787,4
8/30/2019,C196,CO,733547075-7,Cozinha,877,8
10/11/2019,C010,NE,782417101-9,Produtos para o negócio,915,10
10/4/2019,C128,CO,941254104-X,Smartphones e Tablets,58,10
4/10/2019,C154,SUL,788959641-3,Smartphones e Tablets,378,4
1/13/2019,C167,NO,281914369-5,Produtos para o negócio,956,1
10/11/2019,C106,CO,733547075-7,Cozinha,435,10
9/4/2019,C140,NO,949632246-8,Cozinha,507,9
1/14/2019,C068,NE,271951398-9,Produtos para o negócio,287,1
6/16/2019,C113,NE,281914369-5,Produtos para o negócio,655,6
8/17/2019,C211,CO,949632246-8,Cozinha,365,8
1/9/2019,C059,NE,941254104-X,Smartphones e Tablets,942,1
7/18/2019,C206,NO,733547075-7,Cozinha,515,7
7/18/2019,C086,SE,788959641-3,Smartphones e Tablets,520,7
10/17/2019,C256,SUL,949632246-8,Cozinha,349,10
6/23/2019,C105,CO,941254104-X,Smartphones e Tablets,527,6
8/1/2019,C117,SUL,949632246-8,Cozinha,446,8
6/28/2019,C005,CO,788959641-3,Smartphones e Tablets,986,6
1/9/2019,C033,NE,847676762-5,Produtos para o negócio,376,1
11/5/2019,C128,CO,733547075-7,Cozinha,341,11
7/10/2019,C208,SUL,847676762-5,Produtos para o negócio,584,7
10/1/2019,C111,NO,281914369-5,Produtos para o negócio,119,10
3/31/2019,C222,NO,949632246-8,Cozinha,668,3
6/4/2019,C212,CO,847676762-5,Produtos para o negócio,760,6
4/28/2019,C171,NE,733547075-7,Cozinha,598,4
1/6/2019,C160,SUL,094714157-X,Smartphones e Tablets,437,1
9/13/2019,C055,SUL,949632246-8,Cozinha,838,9
7/16/2019,C047,NE,733547075-7,Cozinha,59,7
10/17/2019,C105,CO,847676762-5,Produtos para o negócio,570,10
5/30/2019,C007,NE,847676762-5,Produtos para o negócio,286,5
5/5/2019,C052,SE,733547075-7,Cozinha,276,5
5/26/2019,C190,NO,949632246-8,Cozinha,134,5
2/15/2019,C124,SUL,788959641-3,Smartphones e Tablets,519,2
12/8/2019,C248,NE,094714157-X,Smartphones e Tablets,163,12
6/19/2019,C086,SE,281914369-5,Produtos para o negócio,736,6
3/3/2019,C254,NO,281914369-5,Produtos para o negócio,688,3
8/20/2019,C031,SUL,094714157-X,Smartphones e Tablets,168,8
3/9/2019,C038,SE,733547075-7,Cozinha,468,3
8/12/2019,C141,NE,271951398-9,Produtos para o negócio,344,8
4/17/2019,C036,SUL,281914369-5,Produtos para o negócio,538,4
10/22/2019,C116,NO,542176934-8,Cozinha,925,10
4/15/2019,C237,NO,949632246-8,Cozinha,476,4
9/14/2019,C089,SUL,733547075-7,Cozinha,603,9
1/28/2019,C205,CO,271951398-9,Produtos para o negócio,139,1
7/15/2019,C170,NO,094714157-X,Smartphones e Tablets,252,7
2/12/2019,C042,NO,847676762-5,Produtos para o negócio,497,2
6/5/2019,C051,SUL,094714157-X,Smartphones e Tablets,890,6
7/7/2019,C144,NE,281914369-5,Produtos para o negócio,440,7
8/25/2019,C147,NO,094714157-X,Smartphones e Tablets,28,8
9/30/2019,C002,CO,733547075-7,Cozinha,357,9
11/19/2019,C046,SE,949632246-8,Cozinha,67,11
5/14/2019,C083,NE,271951398-9,Produtos para o negócio,996,5
9/5/2019,C103,CO,782417101-9,Produtos para o negócio,424,9
2/22/2019,C094,NE,949632246-8,Cozinha,93,2
6/23/2019,C218,NE,847676762-5,Produtos para o negócio,295,6
6/28/2019,C126,NE,941254104-X,Smartphones e Tablets,288,6
11/15/2019,C200,CO,271951398-9,Produtos para o negócio,904,11
2/18/2019,C242,SE,782417101-9,Produtos para o negócio,884,2
1/17/2019,C092,NE,949632246-8,Cozinha,306,1
5/29/2019,C143,SE,788959641-3,Smartphones e Tablets,219,5
6/17/2019,C252,SE,733547075-7,Cozinha,485,6
8/4/2019,C105,CO,542176934-8,Cozinha,344,8
4/11/2019,C246,CO,788959641-3,Smartphones e Tablets,692,4
2/26/2019,C252,SE,271951398-9,Produtos para o negócio,54,2
2/28/2019,C120,CO,542176934-8,Cozinha,203,2
11/27/2019,C249,SE,941254104-X,Smartphones e Tablets,821,11
4/25/2019,C119,NO,949632246-8,Cozinha,610,4
5/3/2019,C049,SUL,782417101-9,Produtos para o negócio,424,5
12/20/2019,C176,NO,941254104-X,Smartphones e Tablets,925,12
9/4/2019,C225,SUL,788959641-3,Smartphones e Tablets,268,9
9/5/2019,C085,CO,542176934-8,Cozinha,616,9
6/21/2019,C009,NO,733547075-7,Cozinha,705,6
2/23/2019,C260,SUL,941254104-X,Smartphones e Tablets,417,2
9/1/2019,C139,SE,847676762-5,Produtos para o negócio,53,9
5/22/2019,C172,SE,941254104-X,Smartphones e Tablets,840,5
7/21/2019,C063,NO,782417101-9,Produtos para o negócio,564,7
7/4/2019,C009,NO,782417101-9,Produtos para o negócio,474,7
1/3/2019,C177,CO,788959641-3,Smartphones e Tablets,247,1
5/12/2019,C168,NE,733547075-7,Cozinha,392,5
11/26/2019,C074,CO,271951398-9,Produtos para o negócio,772,11
11/30/2019,C044,SE,782417101-9,Produtos para o negócio,558,11
8/27/2019,C198,NE,281914369-5,Produtos para o negócio,73,8
1/17/2019,C052,SE,941254104-X,Smartphones e Tablets,929,1
3/23/2019,C123,SUL,733547075-7,Cozinha,341,3
1/26/2019,C072,SE,847676762-5,Produtos para o negócio,511,1
1/31/2019,C182,NO,949632246-8,Cozinha,554,1
4/29/2019,C226,SUL,094714157-X,Smartphones e Tablets,668,4
12/10/2019,C071,NO,847676762-5,Produtos para o negócio,765,12
7/4/2019,C198,NE,941254104-X,Smartphones e Tablets,572,7
4/2/2019,C221,CO,542176934-8,Cozinha,549,4
8/23/2019,C239,SE,949632246-8,Cozinha,401,8
10/12/2019,C235,SUL,949632246-8,Cozinha,702,10
11/12/2019,C213,NO,542176934-8,Cozinha,654,11
10/17/2019,C040,NE,847676762-5,Produtos para o negócio,867,10
5/27/2019,C206,NO,782417101-9,Produtos para o negócio,942,5
8/3/2019,C027,NO,949632246-8,Cozinha,715,8
5/31/2019,C250,CO,949632246-8,Cozinha,851,5
6/24/2019,C174,SUL,094714157-X,Smartphones e Tablets,797,6
8/11/2019,C182,NO,949632246-8,Cozinha,813,8
6/3/2019,C081,NE,847676762-5,Produtos para o negócio,399,6
10/20/2019,C202,SE,788959641-3,Smartphones e Tablets,228,10
11/30/2019,C045,CO,788959641-3,Smartphones e Tablets,755,11
10/4/2019,C142,SE,782417101-9,Produtos para o negócio,55,10
11/11/2019,C233,SUL,788959641-3,Smartphones e Tablets,671,11
1/30/2019,C245,CO,094714157-X,Smartphones e Tablets,758,1
7/1/2019,C057,CO,847676762-5,Produtos para o negócio,274,7
12/18/2019,C008,SE,782417101-9,Produtos para o negócio,371,12
8/11/2019,C202,SE,782417101-9,Produtos para o negócio,408,8
12/25/2019,C125,SUL,733547075-7,Cozinha,720,12
8/15/2019,C070,NE,941254104-X,Smartphones e Tablets,170,8
5/17/2019,C023,NO,094714157-X,Smartphones e Tablets,601,5
4/19/2019,C066,CO,094714157-X,Smartphones e Tablets,206,4
5/31/2019,C081,NE,733547075-7,Cozinha,104,5
